Genes,Transcription-Direction,Left-End-Position,Right-End-Position,,,,,,,,,
selA,-,3757881,3759272,,,,,,,,,
yibF,-,3759370,3759978,,,,,,,,,
rhsA,+,3760206,3764339,,,,,,,,,
yibA,+,3764360,3765202,,,,,,,,,
yibJ,+,3765244,3765945,,,,,,,,,
yibG,+,3766200,3766661,,,,,,,,,
yibV,+,3767368,3767703,,,,,,,,,
yibH,-,3768266,3769402,,,,,,,,,
yibI,-,3769405,3769767,,,,,,,,,
mtlA,+,3770304,3772217,,,,,,,,,
mtlD,+,3772447,3773595,,,,,,,,,
mtlR,+,3773595,3774182,,,,,,,,,
yibT,-,3774194,3774403,,,,,,,,,
yibL,+,3774688,3775050,,,,,,,,,
lldP,+,3775422,3777077,,,,,,,,,
lldR,+,3777077,3777853,,,,,,,,,
lldD,+,3777850,3779040,,,,,,,,,
trmL,+,3779238,3779711,,,,,,,,,
cysE,-,3779764,3780585,,,,,,,,,
gpsA,-,3780665,3781684,,,,,,,,,
secB,-,3781684,3782151,,,,,,,,,
grxC,-,3782214,3782465,,,,,,,,,
yibN,-,3782607,3783038,,,,,,,,,
gpmM,+,3783283,3784827,,,,,,,,,
envC,+,3784861,3786120,,,,,,,,,
yibQ,+,3786124,3787083,,,,,,,,,
waaH,-,3787070,3788104,,,,,,,,,
tdh,-,3788343,3789368,,,,,,,,,
kbl,-,3789378,3790574,,,,,,,,,
htrL,-,3790849,3791706,,,,,,,,,
rfaD,+,3792010,3792942,,,,,,,,,
waaF,+,3792952,3793998,,,,,,,,,
waaC,+,3794002,3794961,,,,,,,,,
waaL,+,3794971,3796230,,,,,,,,,
waaU,-,3796262,3797335,,,,,,,,,
waaZ,-,3797368,3798219,,,,,,,,,
waaY,-,3798290,3798988,,,,,,,,,
waaJ,-,3799006,3800022,,,,,,,,,
waaO,-,3800062,3801081,,,,,,,,,
waaB,-,3801081,3802190,,,,,,,,,
waaS,-,3802204,3803139,,,,,,,,,
waaP,-,3803176,3803973,,,,,,,,,
waaG,-,3803966,3805090,,,,,,,,,
waaQ,-,3805087,3806121,,,,,,,,,
waaA,+,3806563,3807840,,,,,,,,,
coaD,+,3807848,3808327,,,,,,,,,
mutM,-,3808366,3809175,,,,,,,,,
rpmG,-,3809273,3809440,,,,,,,,,
rpmB,-,3809461,3809697,,,,,,,,,
yicR,-,3809914,3810582,,,,,,,,,
dfp,+,3810754,3811974,,,,,,,,,
dut,+,3811955,3812410,,,,,,,,,
slmA,+,3812517,3813113,,,,,,,,,
pyrE,-,3813150,3813791,,,,,,,,,
rph,-,3813886,3814572,,,,,,,,,
yicC,+,3814699,3815562,,,,,,,,,
dinD,+,3815783,3816607,,,,,,,,,
yicG,+,3816897,3817514,,,,,,,,,
ligB,-,3817511,3819193,,,,,,,,,
gmk,+,3819451,3820074,,,,,,,,,
rpoZ,+,3820129,3820404,,,,,,,,,
spoT,+,3820423,3822531,,,,,,,,,
trmH,+,3822538,3823227,,,,,,,,,
recG,+,3823233,3825314,,,,,,,,,
gltS,-,3825483,3826688,,,,,,,,,
xanP,+,3826968,3828359,,,,,,,,,
yicH,+,3828480,3830189,,,,,,,,,
yicI,-,3830242,3832560,,,,,,,,,
yicJ,-,3832570,3833952,,,,,,,,,
selC,+,3834245,3834339,,,,,,,,,
setC,+,3834976,3836160,,,,,,,,,
yicL,+,3836271,3837194,,,,,,,,,
nlpA,-,3837198,3838016,,,,,,,,,
yicS,+,3838238,3838531,,,,,,,,,
nepI,-,3838572,3839762,,,,,,,,,
yicN,-,3839973,3840425,,,,,,,,,
adeQ,-,3840478,3841812,,,,,,,,,
adeD,+,3841987,3843753,,,,,,,,,
uhpT,-,3843799,3845190,,,,,,,,,
uhpC,-,3845328,3846647,,,,,,,,,
uhpB,-,3846657,3848159,,,,,,,,,
uhpA,-,3848159,3848749,,,,,,,,,
ilvN,-,3848825,3849115,,,,,,,,,
ilvB,-,3849119,3850807,,,,,,,,,
ivbL,-,3850913,3851011,,,,,,,,,
istR-2,-,3851141,3851280,,,,,,,,,
istR-1,-,3851141,3851215,,,,,,,,,
tisB,+,3851576,3851665,,,,,,,,,
emrD,+,3851945,3853129,,,,,,,,,
yidF,-,3853137,3853634,,,,,,,,,
yidG,-,3853631,3853993,,,,,,,,,
yidH,-,3853983,3854330,,,,,,,,,
yidI,+,3854438,3854887,,,,,,,,,
yidJ,-,3854934,3856427,,,,,,,,,
yidK,-,3856424,3858139,,,,,,,,,
yidL,+,3858276,3859199,,,,,,,,,
glvG,-,3859372,3860010,,,,,,,,,
glvB,-,3860010,3860495,,,,,,,,,
glvC,-,3860520,3861626,,,,,,,,,
yidP,+,3861922,3862638,,,,,,,,,
yidE,-,3862635,3864296,,,,,,,,,
ibpB,-,3864492,3864920,,,,,,,,,
ibpA,-,3865032,3865445,,,,,,,,,
yidQ,+,3865751,3866083,,,,,,,,,
yidR,-,3866085,3867332,,,,,,,,,
cbrA,+,3867400,3868464,,,,,,,,,
dgoT,-,3868461,3869753,,,,,,,,,
dgoD,-,3869873,3871021,,,,,,,,,
dgoA,-,3871018,3871635,,,,,,,,,
dgoK,-,3871619,3872497,,,,,,,,,
dgoR,-,3872494,3873183,,,,,,,,,
yidX,+,3873461,3874117,,,,,,,,,
yidA,-,3874163,3874975,,,,,,,,,
yidB,-,3875090,3875488,,,,,,,,,
gyrB,-,3875728,3878142,,,,,,,,,
recF,-,3878171,3879244,,,,,,,,,
dnaN,-,3879244,3880344,,,,,,,,,
dnaA,-,3880349,3881752,,,,,,,,,
rpmH,+,3882359,3882499,,,,,,,,,
rnpA,+,3882516,3882875,,,,,,,,,
yidD,+,3882839,3883096,,,,,,,,,
yidC,+,3883099,3884745,,,,,,,,,
mnmE,+,3884851,3886215,,,,,,,,,
tnaC,+,3886458,3886532,,,,,,,,,
tnaA,+,3886753,3888168,,,,,,,,,
tnaB,+,3888259,3889506,,,,,,,,,
mdtL,+,3889638,3890813,,,,,,,,,
yidZ,+,3890788,3891747,,,,,,,,,
yieE,+,3891892,3892653,,,,,,,,,
yieF,+,3892675,3893241,,,,,,,,,
adeP,-,3893295,3894632,,,,,,,,,
yieH,+,3894797,3895462,,,,,,,,,
cbrB,+,3895529,3895996,,,,,,,,,
cbrC,+,3896045,3896632,,,,,,,,,
yieK,-,3896694,3897416,,,,,,,,,
yieL,-,3897431,3898627,,,,,,,,,
bglH,-,3898627,3900243,,,,,,,,,
bglB,-,3900312,3901724,,,,,,,,,
bglF,-,3901743,3903620,,,,,,,,,
bglG,-,3903754,3904590,,,,,,,,,
phoU,-,3904876,3905601,,,,,,,,,
pstB,-,3905616,3906389,,,,,,,,,
pstA,-,3906572,3907462,,,,,,,,,
pstC,-,3907462,3908421,,,,,,,,,
pstS,-,3908508,3909548,,,,,,,,,
glmS,-,3909862,3911691,,,,,,,,,
glmU,-,3911853,3913223,,,,,,,,,
atpC,-,3913576,3913995,,,,,,,,,
atpD,-,3914016,3915398,,,,,,,,,
atpG,-,3915425,3916288,,,,,,,,,
atpA,-,3916339,3917880,,,,,,,,,
atpH,-,3917893,3918426,,,,,,,,,
atpF,-,3918441,3918911,,,,,,,,,
atpE,-,3918973,3919212,,,,,,,,,
atpB,-,3919259,3920074,,,,,,,,,
atpI,-,3920083,3920463,,,,,,,,,
rsmG,-,3921080,3921703,,,,,,,,,
mnmG,-,3921767,3923656,,,,,,,,,
mioC,-,3924035,3924478,,,,,,,,,
asnC,-,3924568,3925026,,,,,,,,,
asnA,+,3925178,3926170,,,,,,,,,
viaA,-,3926175,3927626,,,,,,,,,
ravA,-,3927620,3929116,,,,,,,,,
kup,+,3929339,3931207,,,,,,,,,
rbsD,+,3931374,3931793,,,,,,,,,
rbsA,+,3931801,3933306,,,,,,,,,
rbsC,+,3933311,3934276,,,,,,,,,
rbsB,+,3934301,3935191,,,,,,,,,
rbsK,+,3935317,3936246,,,,,,,,,
rbsR,+,3936250,3937242,,,,,,,,,
hsrA,-,3937208,3938635,,,,,,,,,
yieP,-,3938658,3939350,,,,,,,,,
rrsC,+,3939831,3941372,,,,,,,,,
gltU,+,3941458,3941533,,,,,,,,,
rrlC,+,3941727,3944630,,,,,,,,,
rrfC,+,3944723,3944842,,,,,,,,,
aspT,+,3944895,3944971,,,,,,,,,
trpT,+,3944980,3945055,,,,,,,,,
hdfR,-,3945151,3945990,,,,,,,,,
yifE,+,3946109,3946447,,,,,,,,,
yifB,-,3946472,3948022,,,,,,,,,
ilvL,+,3948345,3948443,,,,,,,,,
ilvX,+,3948530,3948580,,,,,,,,,
ilvM,+,3950224,3950487,,,,,,,,,
ilvE,+,3950507,3951436,,,,,,,,,
ilvD,+,3951501,3953351,,,,,,,,,
ilvA,+,3953354,3954898,,,,,,,,,
ilvY,-,3954950,3955843,,,,,,,,,
ilvC,+,3955993,3957468,,,,,,,,,
ppiC,-,3957555,3957836,,,,,,,,,
yifO,-,3958035,3958310,,,,,,,,,
rep,+,3958700,3960721,,,,,,,,,
gpp,-,3960768,3962252,,,,,,,,,
rhlB,-,3962388,3963653,,,,,,,,,
trxA,+,3963784,3964113,,,,,,,,,
rhoL,+,3964254,3964355,,,,,,,,,
rho,+,3964440,3965699,,,,,,,,,
rfe,+,3965939,3967042,,,,,,,,,
wzzE,+,3967054,3968100,,,,,,,,,
wecB,+,3968156,3969286,,,,,,,,,
wecC,+,3969283,3970545,,,,,,,,,
rffG,+,3970545,3971612,,,,,,,,,
rffH,+,3971631,3972512,,,,,,,,,
rffC,+,3972619,3973164,,,,,,,,,
rffA,+,3973169,3974299,,,,,,,,,
wzxE,+,3974301,3975551,,,,,,,,,
rffT,+,3975548,3976627,,,,,,,,,
wzyE,+,3976624,3977976,,,,,,,,,
rffM,+,3977979,3978719,,,,,,,,,
yifK,+,3978910,3980295,,,,,,,,,
argX,+,3980398,3980474,,,,,,,,,
hisR,+,3980532,3980608,,,,,,,,,
leuT,+,3980629,3980715,,,,,,,,,
proM,+,3980758,3980834,,,,,,,,,
aslB,+,3980981,3982216,,,,,,,,,
aslA,-,3982375,3984030,,,,,,,,,
glmZ,+,3984455,3984626,,,,,,,,,
hemY,-,3984709,3985905,,,,,,,,,
hemX,-,3985908,3987089,,,,,,,,,
hemD,-,3987111,3987851,,,,,,,,,
hemC,-,3987848,3988789,,,,,,,,,
cyaA,+,3989176,3991722,,,,,,,,,
cyaY,-,3991762,3992082,,,,,,,,,
yzcX,+,3991873,3992358,,,,,,,,,
yifL,+,3992545,3992748,,,,,,,,,
dapF,+,3992785,3993609,,,,,,,,,
yigA,+,3993606,3994313,,,,,,,,,
xerC,+,3994310,3995206,,,,,,,,,
yigB,+,3995206,3995922,,,,,,,,,
uvrD,+,3996006,3998168,,,,,,,,,
yigE,-,3998315,3999079,,,,,,,,,
G0-10704,+,3999214,3999357,,,,,,,,,
corA,+,3999449,4000399,,,,,,,,,
yigF,-,4000442,4000822,,,,,,,,,
yigG,-,4000836,4001216,,,,,,,,,
rarD,-,4001311,4002201,,,,,,,,,
yigI,-,4002253,4002720,,,,,,,,,
pldA,+,4002885,4003754,,,,,,,,,
recQ,+,4003887,4005716,,,,,,,,,
rhtC,+,4005780,4006400,,,,,,,,,
rhtB,-,4006462,4007082,,,,,,,,,
pldB,+,4007193,4008215,,,,,,,,,
yigL,+,4008223,4009023,,,,,,,,,
yigM,+,4009099,4009998,,,,,,,,,
metR,-,4009886,4010839,,,,,,,,,
metE,+,4011076,4013337,,,,,,,,,
ysgA,-,4013377,4014192,,,,,,,,,
udp,+,4014454,4015215,,,,,,,,,
rmuC,+,4015356,4016783,,,,,,,,,
ubiE,+,4016878,4017633,,,,,,,,,
ubiJ,+,4017647,4018252,,,,,,,,,
esrE,+,4018001,4018252,,,,,,,,,
ubiB,+,4018249,4019889,,,,,,,,,
tatA,+,4019968,4020237,,,,,,,,,
tatB,+,4020241,4020756,,,,,,,,,
tatC,+,4020759,4021535,,,,,,,,,
tatD,+,4021577,4022359,,,,,,,,,
rfaH,-,4022356,4022844,,,,,,,,,
ubiD,+,4023011,4024504,,,,,,,,,
fre,+,4024550,4025251,,,,,,,,,
fadA,-,4025632,4026795,,,,,,,,,
fadB,-,4026805,4028994,,,,,,,,,
pepQ,+,4029184,4030515,,,,,,,,,
yigZ,+,4030515,4031129,,,,,,,,,
trkH,+,4031168,4032619,,,,,,,,,
hemG,+,4032631,4033176,,,,,,,,,
rrsA,+,4033554,4035095,,,,,,,,,
ileT,+,4035164,4035240,,,,,,,,,
alaT,+,4035283,4035358,,,,,,,,,
rrlA,+,4035542,4038446,,,,,,,,,
rrfA,+,4038540,4038659,,,,,,,,,
mobB,-,4038929,4039456,,,,,,,,,
mobA,-,4039438,4040022,,,,,,,,,
yihD,+,4040092,4040361,,,,,,,,,
rdoA,+,4040438,4041424,,,,,,,,,
dsbA,+,4041441,4042067,,,,,,,,,
yihF,+,4042222,4043652,,,,,,,,,
yihG,-,4043693,4044625,,,,,,,,,
polA,+,4044989,4047775,,,,,,,,,
spf,+,4047922,4048030,,,,,,,,,
yihA,-,4048156,4048752,,,,,,,,,
csrC,+,4049059,4049303,,,,,,,,,
yihI,+,4049370,4049879,,,,,,,,,
hemN,+,4050068,4051441,,,,,,,,,
yshB,-,4051670,4051780,,,,,,,,,
glnG,-,4051892,4053301,,,,,,,,,
glnL,-,4053313,4054362,,,,,,,,,
glnA,-,4054648,4056057,,,,,,,,,
G0-10705,+,4056194,4056265,,,,,,,,,
typA,+,4056430,4058253,,,,,,,,,
yihL,+,4058470,4059180,,,,,,,,,
yihM,+,4059188,4060168,,,,,,,,,
yihN,+,4060270,4061535,,,,,,,,,
ompL,-,4061626,4062318,,,,,,,,,
yihO,-,4062386,4063789,,,,,,,,,
yihP,-,4063832,4065238,,,,,,,,,
yihQ,-,4065263,4067299,,,,,,,,,
yihR,-,4067498,4068424,,,,,,,,,
yihS,-,4068538,4069779,,,,,,,,,
yihT,-,4069796,4070674,,,,,,,,,
yihU,-,4070698,4071594,,,,,,,,,
yihV,+,4071762,4072658,,,,,,,,,
yihW,+,4072692,4073477,,,,,,,,,
yihX,+,4073576,4074175,,,,,,,,,
yihY,+,4074169,4075041,,,,,,,,,
dtd,+,4075038,4075475,,,,,,,,,
yiiD,+,4075472,4076461,,,,,,,,,
yiiE,+,4077314,4077532,,,,,,,,,
yiiF,+,4077774,4077992,,,,,,,,,
fdhE,-,4078322,4079251,,,,,,,,,
fdoI,-,4079248,4079883,,,,,,,,,
fdoH,-,4079880,4080782,,,,,,,,,
fdoG,-,4080795,4083845,,,,,,,,,
fdhD,+,4084039,4084872,,,,,,,,,
yiiG,+,4085025,4086080,,,,,,,,,
frvR,-,4086130,4087878,,,,,,,,,
frvX,-,4087878,4088948,,,,,,,,,
frvB,-,4088938,4090389,,,,,,,,,
frvA,-,4090400,4090846,,,,,,,,,
rhaM,-,4091147,4091461,,,,,,,,,
rhaD,-,4091471,4092295,,,,,,,,,
rhaA,-,4092746,4094005,,,,,,,,,
rhaB,-,4094002,4095471,,,,,,,,,
rhaS,+,4095759,4096595,,,,,,,,,
rhaR,+,4096669,4097517,,,,,,,,,
rhaT,-,4097514,4098548,,,,,,,,,
sodA,+,4098833,4099453,,,,,,,,,
kdgT,+,4099713,4100696,,,,,,,,,
yiiM,+,4100845,4101519,,,,,,,,,
cpxA,-,4101625,4102998,,,,,,,,,
cpxR,-,4102995,4103693,,,,,,,,,
cpxP,+,4103843,4104343,,,,,,,,,
fieF,+,4104492,4105394,,,,,,,,,
pfkA,+,4105575,4106537,,,,,,,,,
sbp,+,4106857,4107846,,,,,,,,,
cdh,+,4107953,4108708,,,,,,,,,
tpiA,-,4108763,4109530,,,,,,,,,
yiiQ,-,4109638,4110237,,,,,,,,,
yiiR,+,4110338,4110778,,,,,,,,,
yiiS,+,4110990,4111289,,,,,,,,,
uspD,+,4111316,4111744,,,,,,,,,
fpr,-,4111749,4112495,,,,,,,,,
glpX,-,4112592,4113602,,,,,,,,,
glpK,-,4113737,4115245,,,,,,,,,
glpF,-,4115268,4116113,,,,,,,,,
zapB,+,4116538,4116783,,,,,,,,,
rraA,-,4116868,4117353,,,,,,,,,
menA,-,4117446,4118372,,,,,,,,,
hslU,-,4118439,4119770,,,,,,,,,
hslV,-,4119780,4120310,,,,,,,,,
ftsN,-,4120403,4121362,,,,,,,,,
cytR,-,4121454,4122479,,,,,,,,,
priA,-,4122635,4124833,,,,,,,,,
rpmE,+,4125036,4125248,,,,,,,,,
yiiX,-,4125309,4125917,,,,,,,,,
metJ,-,4126101,4126418,,,,,,,,,
metB,+,4126695,4127855,,,,,,,,,
metL,+,4127858,4130290,,,,,,,,,
metF,+,4130639,4131529,,,,,,,,,
katG,+,4131858,4134038,,,,,,,,,
yijE,+,4134131,4135036,,,,,,,,,
yijF,-,4135063,4135680,,,,,,,,,
gldA,-,4135955,4137058,,,,,,,,,
fsaB,-,4137069,4137731,,,,,,,,,
ptsA,-,4137743,4140244,,,,,,,,,
frwC,+,4140553,4141632,,,,,,,,,
frwB,+,4141647,4141967,,,,,,,,,
pflD,+,4142018,4144315,,,,,,,,,
pflC,+,4144281,4145159,,,,,,,,,
frwD,+,4145161,4145502,,,,,,,,,
yijO,-,4145489,4146340,,,,,,,,,
eptC,-,4146555,4148288,,,,,,,,,
ppc,-,4148470,4151121,,,,,,,,,
argE,-,4151719,4152870,,,,,,,,,
argC,+,4153024,4154028,,,,,,,,,
argB,+,4154039,4154812,,,,,,,,,
argH,+,4154873,4156246,,,,,,,,,
oxyS,-,4156308,4156417,,,,,,,,,
oxyR,+,4156513,4157430,,,,,,,,,
sthA,-,4157413,4158813,,,,,,,,,
fabR,+,4159090,4159794,,,,,,,,,
yijD,+,4159794,4160153,,,,,,,,,
trmA,-,4160193,4161293,,,,,,,,,
btuB,+,4161662,4163506,,,,,,,,,
murI,+,4163451,4164308,,,,,,,,,
rrsB,+,4164682,4166223,,,,,,,,,
gltT,+,4166395,4166470,,,,,,,,,
rrlB,+,4166664,4169567,,,,,,,,,
rrfB,+,4169660,4169779,,,,,,,,,
murB,+,4170080,4171108,,,,,,,,,
birA,+,4171105,4172070,,,,,,,,,
coaA,-,4172099,4173049,,,,,,,,,
thrU,+,4173411,4173486,,,,,,,,,
tyrU,+,4173495,4173579,,,,,,,,,
glyT,+,4173696,4173770,,,,,,,,,
thrT,+,4173777,4173852,,,,,,,,,
tufB,+,4173967,4175151,,,,,,,,,
secE,+,4175381,4175764,,,,,,,,,
nusG,+,4175766,4176311,,,,,,,,,
rplK,+,4176470,4176898,,,,,,,,,
rplA,+,4176902,4177606,,,,,,,,,
rplJ,+,4178019,4178516,,,,,,,,,
rplL,+,4178583,4178948,,,,,,,,,
rpoB,+,4179268,4183296,,,,,,,,,
rpoC,+,4183373,4187596,,,,,,,,,
yjaZ,+,4187809,4188348,,,,,,,,,
sroH,-,4188350,4188510,,,,,,,,,
thiH,-,4188758,4189891,,,,,,,,,
thiG,-,4189888,4190658,,,,,,,,,
thiS,-,4190660,4190860,,,,,,,,,
thiF,-,4190844,4191599,,,,,,,,,
thiE,-,4191592,4192227,,,,,,,,,
thiC,-,4192227,4194122,,,,,,,,,
rsd,-,4194355,4194831,,,,,,,,,
nudC,+,4194926,4195699,,,,,,,,,
hemE,+,4195739,4196803,,,,,,,,,
nfi,+,4196813,4197484,,,,,,,,,
yjaG,+,4197527,4198117,,,,,,,,,
hupA,+,4198304,4198576,,,,,,,,,
yjaH,+,4198589,4199284,,,,,,,,,
zraP,-,4199286,4199711,,,,,,,,,
zraS,+,4199949,4201346,,,,,,,,,
zraR,+,4201343,4202668,,,,,,,,,
purD,-,4202665,4203954,,,,,,,,,
purH,-,4203966,4205555,,,,,,,,,
rrsE,+,4206170,4207711,,,,,,,,,
gltV,+,4207797,4207872,,,,,,,,,
rrlE,+,4208066,4210969,,,,,,,,,
rrfE,+,4211063,4211182,,,,,,,,,
yjaA,+,4211257,4211640,,,,,,,,,
yjaB,-,4211703,4212146,,,,,,,,,
metA,+,4212303,4213232,,,,,,,,,
aceB,+,4213501,4215102,,,,,,,,,
aceA,+,4215132,4216436,,,,,,,,,
aceK,+,4216619,4218355,,,,,,,,,
arpA,-,4218324,4220510,,,,,,,,,
iclR,-,4220827,4221651,,,,,,,,,
metH,+,4221851,4225534,,,,,,,,,
yjbB,+,4225754,4227385,,,,,,,,,
pepE,-,4227476,4228165,,,,,,,,,
rluF,+,4228377,4229249,,,,,,,,,
yjbD,-,4229382,4229654,,,,,,,,,
lysC,-,4229907,4231256,,,,,,,,,
pgi,+,4231781,4233430,,,,,,,,,
yjbE,+,4233929,4234171,,,,,,,,,
yjbF,+,4234285,4234923,,,,,,,,,
yjbG,+,4234920,4235657,,,,,,,,,
yjbH,+,4235657,4237753,,,,,,,,,
yjbT,-,4237800,4238078,,,,,,,,,
psiE,+,4238348,4238758,,,,,,,,,
xylE,-,4238802,4240277,,,,,,,,,
malG,-,4240649,4241539,,,,,,,,,
malF,-,4241554,4243098,,,,,,,,,
malE,-,4243252,4244442,,,,,,,,,
malK,+,4244807,4245922,,,,,,,,,
lamB,+,4245994,4247334,,,,,,,,,
malM,+,4247577,4248497,,,,,,,,,
yjbI,+,4248978,4250306,,,,,,,,,
ubiC,+,4250529,4251026,,,,,,,,,
ubiA,+,4251039,4251911,,,,,,,,,
plsB,-,4252066,4254489,,,,,,,,,
dgkA,+,4254660,4255028,,,,,,,,,
lexA,+,4255138,4255746,,,,,,,,,
dinF,+,4255765,4257144,,,,,,,,,
yjbJ,+,4257260,4257469,,,,,,,,,
zur,-,4257511,4258026,,,,,,,,,
yjbL,+,4258344,4258598,,,,,,,,,
yjbM,+,4258622,4259329,,,,,,,,,
dusA,+,4259692,4260729,,,,,,,,,
pspG,+,4260863,4261105,,,,,,,,,
qor,-,4261271,4262254,,,,,,,,,
dnaB,+,4262337,4263752,,,,,,,,,
alr,+,4263805,4264884,,,,,,,,,
tyrB,+,4265137,4266330,,,,,,,,,
yjbS,-,4266832,4267035,,,,,,,,,
aphA,+,4267437,4268150,,,,,,,,,
yjbQ,+,4268261,4268677,,,,,,,,,
yjbR,+,4268681,4269037,,,,,,,,,
uvrA,-,4269072,4271894,,,,,,,,,
ssb,+,4272148,4272684,,,,,,,,,
yjcB,-,4272783,4273064,,,,,,,,,
yjcC,+,4273494,4275080,,,,,,,,,
soxS,-,4275083,4275406,,,,,,,,,
soxR,+,4275492,4275956,,,,,,,,,
ryjA,-,4275950,4276089,,,,,,,,,
ghxP,+,4276502,4277851,,,,,,,,,
yjcE,+,4278003,4279652,,,,,,,,,
yjcF,-,4279806,4281098,,,,,,,,,
actP,-,4281276,4282925,,,,,,,,,
yjcH,-,4282922,4283236,,,,,,,,,
acs,-,4283436,4285394,,,,,,,,,
nrfA,+,4285787,4287223,,,,,,,,,
nrfB,+,4287268,4287834,,,,,,,,,
nrfC,+,4287831,4288502,,,,,,,,,
nrfD,+,4288499,4289455,,,,,,,,,
nrfE,+,4289535,4291193,,,,,,,,,
nrfF,+,4291186,4291569,,,,,,,,,
nrfG,+,4291566,4292162,,,,,,,,,
gltP,+,4292504,4293817,,,,,,,,,
yjcO,-,4294459,4295148,,,,,,,,,
fdhF,-,4295242,4297389,,,,,,,,,
mdtP,-,4297587,4299053,,,,,,,,,
mdtO,-,4299050,4301101,,,,,,,,,
mdtN,-,4301101,4302132,,,,,,,,,
ytcA,-,4302151,4302426,,,,,,,,,
yjcS,-,4302635,4304620,,,,,,,,,
alsK,-,4304893,4305822,,,,,,,,,
alsE,-,4305806,4306501,,,,,,,,,
alsC,-,4306512,4307492,,,,,,,,,
alsA,-,4307471,4309003,,,,,,,,,
alsB,-,4309130,4310065,,,,,,,,,
rpiR,-,4310124,4311014,,,,,,,,,
rpiB,+,4311373,4311822,,,,,,,,,
yjdP,+,4311891,4312220,,,,,,,,,
phnP,-,4312367,4313125,,,,,,,,,
phnO,-,4313127,4313561,,,,,,,,,
phnN,-,4313548,4314105,,,,,,,,,
phnM,-,4314105,4315241,,,,,,,,,
phnL,-,4315238,4315918,,,,,,,,,
phnK,-,4316029,4316787,,,,,,,,,
phnJ,-,4316784,4317629,,,,,,,,,
phnI,-,4317622,4318686,,,,,,,,,
phnH,-,4318686,4319270,,,,,,,,,
phnG,-,4319267,4319719,,,,,,,,,
phnF,-,4319720,4320445,,,,,,,,,
phnE_1,-,4320684,4321304,,,,,,,,,
phnD,-,4321359,4322375,,,,,,,,,
phnC,-,4322400,4323188,,,,,,,,,
yjdN,-,4323321,4323764,,,,,,,,,
yjdM,-,4324422,4324757,,,,,,,,,
crfC,+,4325158,4327386,,,,,,,,,
yjcZ,+,4327383,4328261,,,,,,,,,
proP,+,4328525,4330027,,,,,,,,,
pmrR,+,4330139,4330228,,,,,,,,,
basS,-,4330204,4331295,,,,,,,,,
basR,-,4331305,4331973,,,,,,,,,
eptA,-,4331970,4333613,,,,,,,,,
adiC,-,4333717,4335054,,,,,,,,,
adiY,-,4335191,4335952,,,,,,,,,
adiA,-,4336277,4338544,,,,,,,,,
melR,-,4338743,4339651,,,,,,,,,
melA,+,4339934,4341289,,,,,,,,,
melB,+,4341392,4342813,,,,,,,,,
yjdF,-,4342952,4343581,,,,,,,,,
fumB,-,4343703,4345349,,,,,,,,,
dcuB,-,4345427,4346767,,,,,,,,,
dcuR,-,4347338,4348057,,,,,,,,,
dcuS,-,4348054,4349685,,,,,,,,,
yjdI,+,4349866,4350096,,,,,,,,,
yjdJ,+,4350108,4350380,,,,,,,,,
ghoS,+,4350607,4350903,,,,,,,,,
ghoT,+,4350931,4351104,,,,,,,,,
lysU,-,4351223,4352740,,,,,,,,,
dtpC,-,4352977,4354434,,,,,,,,,
cadA,-,4354493,4356640,,,,,,,,,
cadB,-,4356720,4358054,,,,,,,,,
cadC,-,4358419,4359957,,,,,,,,,
pheU,-,4360574,4360649,,,,,,,,,
yjdC,-,4360756,4361331,,,,,,,,,
dsbD,-,4361368,4363065,,,,,,,,,
cutA,-,4363041,4363379,,,,,,,,,
dcuA,-,4363495,4364796,,,,,,,,,
aspA,-,4364914,4366350,,,,,,,,,
fxsA,+,4366687,4367163,,,,,,,,,
yjeH,-,4367179,4368435,,,,,,,,,
groS,+,4368711,4369004,,,,,,,,,
groL,+,4369048,4370694,,,,,,,,,
yjeI,+,4370832,4371185,,,,,,,,,
yjeJ,-,4371388,4372257,,,,,,,,,
epmB,-,4372652,4373680,,,,,,,,,
efp,+,4373722,4374288,,,,,,,,,
ecnA,+,4374340,4374465,,,,,,,,,
ecnB,+,4374576,4374722,,,,,,,,,
sugE,+,4374898,4375215,,,,,,,,,
blc,-,4375212,4375745,,,,,,,,,
ampC,-,4375834,4376967,,,,,,,,,
frdD,-,4377030,4377389,,,,,,,,,
frdC,-,4377400,4377795,,,,,,,,,
frdB,-,4377806,4378540,,,,,,,,,
frdA,-,4378533,4380341,,,,,,,,,
epmA,+,4380666,4381643,,,,,,,,,
yjeM,+,4381862,4383364,,,,,,,,,
yjeN,+,4383416,4383730,,,,,,,,,
yjeO,+,4383727,4384041,,,,,,,,,
mscM,-,4384070,4387393,,,,,,,,,
psd,-,4387415,4388383,,,,,,,,,
rsgA,-,4388480,4389532,,,,,,,,,
orn,+,4389627,4390172,,,,,,,,,
glyV,+,4390383,4390458,,,,,,,,,
glyX,+,4390495,4390570,,,,,,,,,
glyY,+,4390606,4390681,,,,,,,,,
yjeV,+,4390915,4390968,,,,,,,,,
queG,-,4390951,4392090,,,,,,,,,
yjeF,+,4392089,4393636,,,,,,,,,
tsaE,+,4393608,4394069,,,,,,,,,
amiB,+,4394088,4395425,,,,,,,,,
mutL,+,4395435,4397282,,,,,,,,,
miaA,+,4397275,4398225,,,,,,,,,
hfq,+,4398311,4398619,,,,,,,,,
